nombre,x,y,z
DME-2750,809224.1461,9156717.426,2750
DME-2750,809161.2833,9156649.344,2750
DME-2750,809150.5366,9156631.441,2750
DME-2750,809131.0386,9156578.214,2750
DME-2750,809099.2072,9156476.717,2750
DME-2750,809076.537,9156424.042,2750
DME-2750,809062.8494,9156365.817,2750
DME-2750,809045.3164,9156270.73,2750
DME-2750,809028.4458,9156196.278,2750
DME-2750,809024.3292,9156168.105,2750
DME-2750,809027.6971,9156146.784,2750
DME-2750,809034.3092,9156132.053,2750
DME-2750,809047.5447,9156115.279,2750
DME-2750,809054.1558,9156093.585,2750
DME-2750,809043.9087,9156070.46,2750
DME-2750,809039.381,9156074.02,2750
DME-2750,809030.8348,9156084.39,2750
DME-2750,809018.7946,9156096.582,2750
DME-2750,809010.0152,9156109.442,2750
DME-2750,809004.6205,9156123.587,2750
DME-2750,808987.9675,9156129.526,2750
DME-2750,808984.2692,9156135.348,2750
DME-2750,808981.3313,9156165.692,2750
DME-2750,808969.5468,9156169.577,2750
DME-2750,808963.8857,9156185.199,2750
DME-2750,808960.25,9156217.906,2750
DME-2750,808956.9905,9156240.963,2750
DME-2750,808960.2426,9156264.459,2750
DME-2750,808964.0037,9156287.14,2750
DME-2750,808964.1243,9156311.371,2750
DME-2750,808964.1243,9156323.652,2750
DME-2750,808964.1261,9156342.657,2750
DME-2750,808953.9714,9156358.823,2750
DME-2750,808946.8255,9156378.496,2750
DME-2750,808944.3101,9156396.233,2750
DME-2750,808950.2023,9156415.781,2750
DME-2750,808954.5902,9156441.094,2750
DME-2750,808953.4618,9156459.088,2750
DME-2750,808957.4735,9156477.384,2750
DME-2750,808955.3419,9156501.77,2750
DME-2750,808954.3389,9156512.798,2750
DME-2750,808954.5896,9156531.594,2750
DME-2750,808945.0617,9156536.732,2750
DME-2750,808949.0684,9156557.723,2750
DME-2750,808952.7041,9156583.537,2750
DME-2750,808961.251,9156629.76,2750
DME-2750,808964.5105,9156639.033,2750
DME-2750,808979.3038,9156656.451,2750
DME-2750,808986.5751,9156679.633,2750
DME-2750,809003.3878,9156680.473,2750
DME-2750,809007.4097,9156686.754,2750
DME-2750,809008.6665,9156706.855,2750
DME-2750,809003.9428,9156734.68,2750
DME-2750,809001.5305,9156761.807,2750
DME-2750,809012.1849,9156785.718,2750
DME-2750,809016.4065,9156811.438,2750
DME-2750,809037.3674,9156823.984,2750
DME-2750,809070.3357,9156817.956,2750
DME-2750,809101.2938,9156814.138,2750
DME-2750,809119.9892,9156809.919,2750
DME-2750,809136.4734,9156810.12,2750
DME-2750,809164.1368,9156800.25,2750
DME-2750,809180.0178,9156791.811,2750
DME-2750,809182.6312,9156786.586,2750
DME-2750,809187.2548,9156774.329,2750
DME-2750,809202.737,9156755.568,2750
DME-2750,809213.7934,9156738.087,2750
DME-2750,809222.8396,9156727.437,2750
